review_id,product_id,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes,date,Color,Style,Pattern
R3MNI6BJ2Y98OI,B07YBN9XXG,5.0 out of 5 stars Great Sound,Linda,5,Love the Bose; a little pricey but still worth it! Perfect for outdoors and the beach!,"Reviewed in the United States January 6, 2024",AEIMICC5ONDFQZK3E36B3LK755BQ,True,2,Color: Luxe Silver,2024-01-06,Luxe Silver,not listed,not listed
R24CE3SMXXJKE,B07YBN9XXG,5.0 out of 5 stars Sound quality much better than from laptop / phone speakers,faith c.,5,"This is my third Bose Teamspeak speaker. This one holds a charge, great! Very heavy and the sound quality is superior to my laptop / phone speakers. I port all audio to this lil beast. Love it! Expensive but worth it.","Reviewed in the United States September 21, 2023",AH2P224UFQLAUHLIRFQFXMKVEEIQ,True,2,Color: Luxe Silver,2023-09-21,Luxe Silver,not listed,not listed
RXN40F5O9FB50,B07YBN9XXG,4.0 out of 5 stars Great sound,Complete junk. Plastic snapped on installation,4,What happened to the base charger? It is sorely missed.,"Reviewed in the United States August 16, 2023",AFJDCIMYRLINBEZ2UCKY5U2QD37Q,True,4,Color: Luxe Silver,2023-08-16,Luxe Silver,not listed,not listed
R2E0296BEVFDJU,B07YBN9XXG,5.0 out of 5 stars Most important is the AWESOME SOUND,Richard Edelstein,5,"Cons … nonePros … Incredible bass, midrange, and treble is not overwhelming. No rattle at all at high volume. And this special edition splits left and right channels (stereo). You don’t miss anything.This was delivered as expected.Highly recommend this product and the shipper!","Reviewed in the United States August 15, 2023",AH5PTFOJILTLBYQFGZGJL6VTH4BA,True,3,Color: Luxe Silver,2023-08-15,Luxe Silver,not listed,not listed
R2C0K9HVZ0FSZZ,B07YBN9XXG,3.0 out of 5 stars Not what it used to be,Daniel Pisano,3,I bought this thinking it would be an upgrade from the original that I had for years and finally died on me. This is nothing like the original. When the vocals get louder the mids and bass get muddy. I tried all the EQ tricks too. I was very upset. Especially because of the restocking fee and they deduct the shipping too. What a waste.,"Reviewed in the United States September 14, 2023",AHDHPDNZ4PKMNIJCA5TAK3DU6NBA,True,2,Color: Luxe Silver,2023-09-14,Luxe Silver,not listed,not listed
RHY7AOCOSQPES,B07YBN9XXG,5.0 out of 5 stars Amazing Sound,Nelson Silva,5,This is the second Bose speaker I buy. I absolutely love the sound and how easy it is to pair with the TV or other sources. I lost the first one and am buying this one as a replacement. I highly recommend. This is a compact unit but with no compromise to the quality of the sound.,"Reviewed in the United States June 5, 2023",AFA2H5ZM3EYTXFP7KMGAJDTPFTIA,True,4,Color: Luxe Silver,2023-06-05,Luxe Silver,not listed,not listed
R296J5DL97DNU4,B07YBN9XXG,5.0 out of 5 stars Light Buyer.,Light Buyer,5,"Very nice Bluetooth speaker. Sound quality is very good for the price, considering its size. I have one already but wanted another to link them together for even better sound quality.","Reviewed in the United States September 4, 2023",AHVXDLPF54NEJVVY7I75X43Q35XQ,True,3,Color: Luxe Silver,2023-09-04,Luxe Silver,not listed,not listed
R274UDR6MITONW,B07YBN9XXG,5.0 out of 5 stars Nice...,"Mick, as in Jagger...",5,"Great sound. Bought it enhance my MacBook Air speakers. Certainly won't work for big home theaters, but for my computer desk, it's awesome.","Reviewed in the United States October 1, 2023",AEZ4DSTQYKTXWRLVM2QQB6Y6PPBA,True,0,Color: Luxe Silver,2023-10-01,Luxe Silver,not listed,not listed
R19NVWOD44J31Q,B07YBN9XXG,3.0 out of 5 stars Wasn’t compatible,Willow,3,I purchased this Bose Soundlink Mini II Special Edition Bluetooth Speaker to use as a sound bar with an lg tv unfortunately I wasn’t able to pair it with my television so I decided to go with a different sound bar instead.,"Reviewed in the United States September 11, 2023",AE4KAUWWJXCBJ2LXW7HGJCDLFWXA,True,0,Color: Luxe Silver,2023-09-11,Luxe Silver,not listed,not listed
R3DRMQ3PNSW9SP,B07YBN9XXG,3.0 out of 5 stars Sound quality ain't what is used to be,dftgd,3,I purchased my first a Bose SoundLink Mini BT speaker about 7 years ago and the sound still sends shivers down my spine. I absolutely love it. The one I purchased a few months ago sounds average for a Bluetooth portable speaker and costs a lot more. Very disappointing for a company with such a stellar reputation.,"Reviewed in the United States August 4, 2023",AEUN2DFG6I46V3HDUW4JEC55WXBA,True,6,Color: Luxe Silver,2023-08-04,Luxe Silver,not listed,not listed
RORVC7GY3EF40,B07YBN9XXG,5.0 out of 5 stars Excellent Sound!,Flgirl,5,"Very happy with my choice of Bose! It came well packed, brand new. The sound is amazing, it was easy to connect (silver color matches to my Mac). I used to have less expensive brand and I thought it was good. Now that I can compare, I wish I got this one earlier.","Reviewed in the United States May 31, 2023",AG2Q4VHPRU7M5JOOOF4MSFDF2QGQ,True,4,Color: Luxe Silver,2023-05-31,Luxe Silver,not listed,not listed
R1QGA0ZXZA2P4W,B07YBN9XXG,5.0 out of 5 stars Great sound,Michael A. Campbell,5,"I use this for listening to music, podcasts.Dialogue is clear even at low levels, great sounding speaker for small spaces.Perfect size for desk, holds charge for a long time","Reviewed in the United States August 21, 2023",AGMCMHIQ5EETYAIAS6VNLPLJSPZQ,True,3,Color: Luxe Silver,2023-08-21,Luxe Silver,not listed,not listed
R2BT0C2RW6U01E,B07YBN9XXG,5.0 out of 5 stars Good product,Edward,5,3rd one i ve bought to use in different locations...GREAT SOUND ! Easy to use !,"Reviewed in the United States October 5, 2023",AGSM4SBNPQJQS4GSIZHFEEUVVK2Q,True,1,Color: Luxe Silver,2023-10-05,Luxe Silver,not listed,not listed
R13303WWJ3V4XZ,B07YBN9XXG,4.0 out of 5 stars Great sound,Amazon Customer,4,This mini II has an unbelievable sound for it's size. Worth the money. Has a fantastic balance of treble and bass sound.,"Reviewed in the United States February 21, 2023",AHVDSE5MLBQGYGBXK43XB74Z5RXQ,True,4,Color: Luxe Silver,2023-02-21,Luxe Silver,not listed,not listed
R1UTBMHZZVX6FO,B07YBN9XXG,5.0 out of 5 stars Love this!,Terri Foote,5,"I love being able to take this incredible small sound box with me wherever I go. Camping, patio or bedroom. Great quality.","Reviewed in the United States August 14, 2023",AHCNQTGOHTB2ZZF7TPMX6EHJPZYQ,True,1,Color: Luxe Silver,2023-08-14,Luxe Silver,not listed,not listed
R3BK0LOQCAX79M,B07YBN9XXG,5.0 out of 5 stars Gift for my daughter,Dennis,5,Her other Bose quit after many years. She loves this one now and has a great sound.,"Reviewed in the United States August 30, 2023",AE3OKFCCK42IPA4MVPV45QZ2O7BQ,True,2,Color: Luxe Silver,2023-08-30,Luxe Silver,not listed,not listed
RBVNF02DBVW05,B07YBN9XXG,5.0 out of 5 stars Big sound from a little speaker,Steve Rice,5,"The sound quality is great, the battery life is excellent. Its size makes easy to move around quickly.","Reviewed in the United States August 20, 2023",AHYUL5QGP3UPG2FN63JBBKLUAGPQ,True,0,Color: Luxe Silver,2023-08-20,Luxe Silver,not listed,not listed
R3K86EFOWA5K9,B07YBN9XXG,3.0 out of 5 stars Does not come with charging base or plug,Mac Guy,3,"Last time I bought this, it came with a charging base and a plug. This one is just the speaker and a cord. Not even a USB charger. Bad on you, Bose.","Reviewed in the United States July 23, 2023",AGOFA5ZJRH2PRXQU4UJJAT6U72HQ,True,10,Color: Luxe Silver,2023-07-23,Luxe Silver,not listed,not listed
R2NCZWSQTQNFDN,B07YBN9XXG,5.0 out of 5 stars The quality of the Bose Soundlink Mini II Special Edition Bluetooth Speaker is very good.,Garth,5,The Bose Soundlink Mini II Special Edition Bluetooth Speaker was very to set up and connect to my iPhone SE. I downloaded music from my laptop to my iPhone then set up pay lists. I can now hear music selections on the Bose speaker via Bluetooth . The Bluetooth range is very good.,"Reviewed in the United States December 13, 2022",AEDPYUOXRD324M5OTDFS3YMBQICA,True,9,Color: Luxe Silver,2022-12-13,Luxe Silver,not listed,not listed
R3VX101Q8ZUK1D,B07YBN9XXG,"5.0 out of 5 stars Good Quality, Affordable",Dave M.,5,"I purchased this speaker to provide some background music on our deck for cookouts, etc. It’s powerful for its small size, and the sound is always crystal clear, regardless of the volume. Worth every penny!","Reviewed in the United States May 29, 2023",AE7PRH2R5L26NAOCQQS4UUR4ZJJA,True,1,Color: Luxe Silver,2023-05-29,Luxe Silver,not listed,not listed
R3QGJM4C34G4N2,B07YBN9XXG,5.0 out of 5 stars Big sound. Small unit.,Tim Melanson,5,"I have the original SoundLink Mini. I used to bring it to work and back, but I'd occasionally forget it either at home or work. So loving the big sound mine put out I bought the Mini II. Lasts 5 days on a 40 hour schedule on a single charge.","Reviewed in the United States February 15, 2023",AFC35QBHKWN3BZNMXIN65PPHUBGA,True,9,Color: Luxe Silver,2023-02-15,Luxe Silver,not listed,not listed
R3AINMCZ4DZMFD,B07YBN9XXG,5.0 out of 5 stars It works well,Pf,5,It's a good product.,"Reviewed in the United States October 18, 2023",AHOQAC4ASWMG4KA2EDVR7C4EUXHA,True,0,Color: Luxe Silver,2023-10-18,Luxe Silver,not listed,not listed
R2WWIU1Q91K6WC,B07YBN9XXG,3.0 out of 5 stars not loud,mike sylvester,3,"Its a really nice speaker with great battery life. If you want some quality and volume to fill the room, this aint it. My old color sound link was a lot louder and fuller, too bad the old micro usb port broke on it.","Reviewed in the United States May 29, 2023",AE6LLR677ANEQJ2LB45EXJ2GTV3Q,True,2,Color: Luxe Silver,2023-05-29,Luxe Silver,not listed,not listed
R2XPU8HO08G2AN,B07YBN9XXG,5.0 out of 5 stars Sounds Great!,L. Meyers,5,"Spend a few extra bucks and get this speaker. I sent 2 cheaper ones back , this one is worlds apart in sound quality. It is compact and looks cool as well. Very pleased!","Reviewed in the United States May 20, 2023",AGHRQU5CEZSJD33VJ27AYJQ3MHUA,True,1,Color: Luxe Silver,2023-05-20,Luxe Silver,not listed,not listed
R3POEOG4J23HBD,B07YBN9XXG,5.0 out of 5 stars Amazing little speaker,TLA,5,I saw this speaker first at a friends house and was amazed about the sound Quality. It has a very full sound and bass. It handles easy and connects flawlessly.,"Reviewed in the United States June 8, 2023",AEROM53JPG35QW5C4XYVE7KXJZCA,True,2,Color: Luxe Silver,2023-06-08,Luxe Silver,not listed,not listed
R1W63GICLWSVSV,B07YBN9XXG,5.0 out of 5 stars Just as discribed,Ronit Dsilva,5,Just as discribed,"Reviewed in the United States October 18, 2023",AECJNMDIKGIFXXTEHHNUJTYLKIVQ,True,0,Color: Luxe Silver,2023-10-18,Luxe Silver,not listed,not listed
R3IQ3246BT4GQX,B07YBN9XXG,5.0 out of 5 stars BIG Sound!,Charles Dwasi,5,Best item I ever bought from Amazon! Exceeds my expectation.,"Reviewed in the United States September 4, 2023",AFLSLYGXIYZHLJE235TFIJNUUF3Q,True,3,Color: Luxe Silver,2023-09-04,Luxe Silver,not listed,not listed
R3AC4ERUECM4UU,B07YBN9XXG,5.0 out of 5 stars AMAZING BOSE,Michael W. Reeve,5,This speaker is the best sounding small Bose I’ve heard. You can even link two of them together for a stereo sound.,"Reviewed in the United States July 9, 2023",AHYMTBAHBXW6AOH2GDEQUUH4W23Q,True,4,Color: Luxe Silver,2023-07-09,Luxe Silver,not listed,not listed
RZL8NRAG35NRV,B07YBN9XXG,5.0 out of 5 stars BEST portable speaker I have EVER had!,puddles,5,This little guy has so much power! I couldn't believe it. So far it has been a great product and SOOO worth the money.,"Reviewed in the United States June 20, 2023",AHENCYL44XZOKUJAV2CAIIWCZQBQ,True,3,Color: Luxe Silver,2023-06-20,Luxe Silver,not listed,not listed
R1KB2DK35KG7MR,B07YBN9XXG,5.0 out of 5 stars Buena,Amazon Customer,5,Pensé que venía con cargador 😞,"Reviewed in the United States September 11, 2023",AHUEZCI6TW2WZTBJ7WRAA3CPVFPQ,True,0,Color: Luxe Silver,2023-09-11,Luxe Silver,not listed,not listed
RWHFSTHG2WS7K,B07YBN9XXG,5.0 out of 5 stars Awesome,NB,5,"Works well, great value.","Reviewed in the United States September 12, 2023",AH3CGRVFTCWWZ5BZYEX6RRE3XOVA,True,0,Color: Luxe Silver,2023-09-12,Luxe Silver,not listed,not listed
RQBSESKKHR07L,B07YBN9XXG,3.0 out of 5 stars Bose speaker,Dale Smith,3,Somewhat overpriced. Expected more from Bose. Should have got another JBL. Wouldn’t recommend for the price. Works fine,"Reviewed in the United States July 31, 2023",AGJLNDNX43G6CWBKVR335A2U2IPQ,True,0,Color: Luxe Silver,2023-07-31,Luxe Silver,not listed,not listed
R3P0KVX2DGE0WG,B07YBN9XXG,5.0 out of 5 stars great speaker,streatrod1,5,love this speaker!!! great sound!!!,"Reviewed in the United States August 23, 2023",AEBP5ZNWDBLOOE5257VBJDUEDIAA,True,0,Color: Luxe Silver,2023-08-23,Luxe Silver,not listed,not listed
R2GS12PHL7EBWX,B07YBN9XXG,5.0 out of 5 stars BOSE MINI SOUNDLINK 2ES.,DONALD CURMAN,5,NO.1 CRITERIA GOOD SOUNDMUSIC IS WELL BALANCED FROM LEFT TO RIGHT ALSOHAS GOOD AMBIENCE SOUNDFOR GENRES OF MUSIC.JAZZCLASSICAL OPERA AND R&B.2nd.CRITERIA MUST HAVE ALINE INPUT SO A PORTABLERECORDER LIKE THE SONY PCM100 DIGITAL RECORDER AND AMP3 PLAYER CAN BE USED.FOR NON BLUETOOHT DEVICES,"Reviewed in the United States August 3, 2022",AG3SATEZKNOS67HEAJOPZDWFYKEA,True,5,Color: Luxe Silver,2022-08-03,Luxe Silver,not listed,not listed
R2APHJDUJLIU3D,B07YBN9XXG,5.0 out of 5 stars Great little speaker.,richied,5,"What’s not to like about Bose? Quality sound, take it anywhere. Had the first generation of this speaker and still works great. Second gen didn’t let me down. Not the cheapest, but quality does cost a little more.","Reviewed in the United States January 8, 2023",AG4VN4MIVCIRNDZ4KE72QJUDPZRA,True,7,Color: Luxe Silver,2023-01-08,Luxe Silver,not listed,not listed
RXM3C3WC9K118,B07YBN9XXG,5.0 out of 5 stars Small great sound,C. Coffin,5,Bought this and is perfect to use at softball games for the walk-up songs.,"Reviewed in the United States June 5, 2023",AH762DW2X4U367PHVU2WHVNUVD5Q,True,0,Color: Luxe Silver,2023-06-05,Luxe Silver,not listed,not listed
R1MXYLJD6PTFKI,B07YBN9XXG,1.0 out of 5 stars Not what they used to be.,NDW,1,"I'm a big fan of the Bose approach to big sound out of small packages. Imagine my surprise when this small SoundLink Mini didn't even come close to the sound quality of the older variants.I still have my original Soundlink Mini II from years ago but the USB micro port was starting to show it's age. Even with new cables, it often struggled to recognize when the charging cable was attached, and I've since lost the charging baseplate.This new one feels similar in construction with the added bonus of a TYPE C USB port. However, once on and playing music (synthwave, oldies, alternative) the low ends sound hollow and completely washed out compared to the old Soundlink. We tried both side by side and the older model is MUCH sharper and sounds much clearer in the low as well as mid range.The new one doesn't even come with a complete charging system, just a TYPE A to TYPE C usb cable.Huge disappointment for fans of the days when BOSE was king of the sound hill.EDIT: Amending review to 1-star after keeping the device playing for several hours. Extremely disappointed.","Reviewed in the United States April 17, 2023",AHB7TQGF5HH4MHJA5NLWYWMJM2AQ,True,13,Color: Luxe Silver,2023-04-17,Luxe Silver,not listed,not listed
R38QQBMMYHPB0Z,B07YBN9XXG,5.0 out of 5 stars Great sound!!!,Placeholder,5,Love the small size but big soundLove this Bose !,"Reviewed in the United States June 22, 2023",AFO3KIAYEI3TU3LQGP2AOTD552AA,True,0,Color: Luxe Silver,2023-06-22,Luxe Silver,not listed,not listed
R1CII3JU3YY8AB,B07YBN9XXG,5.0 out of 5 stars Bose soundlink mini,shantha k p udawatta,5,Great product..,"Reviewed in the United States August 15, 2023",AEIXXSAIBAP3JUTX4RCIPWA5B5NA,True,0,Color: Luxe Silver,2023-08-15,Luxe Silver,not listed,not listed
RS4JS9120AQTT,B07YBN9XXG,5.0 out of 5 stars Bose soundlink mini II,3van5,5,Item arrived on time and as described. Very strong battery life. Easy to connect to bluetooth. Audio sound and quality clear and strong.,"Reviewed in the United States April 16, 2023",AEPR624NZOD5O2HLKTB4CI462MVA,True,0,Color: Luxe Silver,2023-04-16,Luxe Silver,not listed,not listed
R2EZ2QH8AVD3UR,B07YBN9XXG,5.0 out of 5 stars It's great,William Williams,5,It has a great sound,"Reviewed in the United States July 5, 2023",AFNKK235HIBU3JGDRD5RTHEGW47A,True,0,Color: Luxe Silver,2023-07-05,Luxe Silver,not listed,not listed
RIB689CCBOY3P,B07YBN9XXG,5.0 out of 5 stars Great sound,Alexandra A. Elvitsky,5,I had bought one for my kitchen and loved it so much I bought another for the living room. The sound is awesome! I highly recommend it.,"Reviewed in the United States January 17, 2023",AH4K6GPV3S4HQVI2JSWWMFNHAJJQ,True,5,Color: Luxe Silver,2023-01-17,Luxe Silver,not listed,not listed
R3L24E01EB2EJY,B07YBN9XXG,5.0 out of 5 stars Fast delivery and receive in good condition,Noor,5,I like everything of it,"Reviewed in the United States June 24, 2023",AF6SEGXXLLLAZWDNF2NCVRAO56YA,True,0,Color: Luxe Silver,2023-06-24,Luxe Silver,not listed,not listed
R1RPHVB9T1HKE5,B07YBN9XXG,5.0 out of 5 stars Good,Jean Bernard Almeda,5,Entertainment,"Reviewed in the United States June 24, 2023",AGOJCY5BBDLL6DRMNVABU7FVVYQA,True,1,Color: Luxe Silver,2023-06-24,Luxe Silver,not listed,not listed
R2CLERVKE02WA5,B07YBN9XXG,5.0 out of 5 stars Classic,Vic,5,I cannot understand why Bose discontinued the Soundlink Mini II. It is wonderful sound. Get this special edition while you can.,"Reviewed in the United States October 4, 2022",AHI634MEGVW2ILWF5MSWUBHFTFXA,True,11,Color: Luxe Silver,2022-10-04,Luxe Silver,not listed,not listed
R1N3W435UTYQU1,B07YBN9XXG,5.0 out of 5 stars Astounding Sound,Roselle DiPaoli,5,This Bose speaker was a birthday present to myself. I couldn’t be happier with the sound quality.,"Reviewed in the United States November 2, 2022",AHBVCOHPAV5T54UZ2D2SFPHD4TOA,True,10,Color: Luxe Silver,2022-11-02,Luxe Silver,not listed,not listed
R3KQ56HXVFDGYP,B07YBN9XXG,3.0 out of 5 stars Good,Ato Smith-Graham,3,Good,"Reviewed in the United States May 16, 2023",AH3LQD6VHOJOEPDZ76JPZ5UD2ZMA,True,1,Color: Luxe Silver,2023-05-16,Luxe Silver,not listed,not listed
R2Q8RDCSTTEGMU,B07YBN9XXG,5.0 out of 5 stars Great sound!,Steve Thompson,5,Best Bluetooth speaker I’ve ever had. Great sound and deep bass.,"Reviewed in the United States December 25, 2022",AHG5MJS5Q6LWAIO3NDVPGNKGGSKA,True,5,Color: Luxe Silver,2022-12-25,Luxe Silver,not listed,not listed
RQS608CANKAVO,B07YBN9XXG,5.0 out of 5 stars Amazing sound for such a small unit.,Pat Tucker,5,Great sound. Easy to charge. Easily move whoever I want my mucus. Thrilled!!,"Reviewed in the United States October 17, 2022",AGFBIN56T6WWCZ7GPZDD6CDQDMYA,True,5,Color: Luxe Silver,2022-10-17,Luxe Silver,not listed,not listed
R2UG4DQS65VOAI,B07YBN9XXG,5.0 out of 5 stars This thing ROCKS!,Nicholas D.,5,Man this thing is cool! Sounds great it was easy to connect and control my phone/device. I just got it So I can’t comment on the battery. But I am pleasantly surprised so far. Definitely would recommend this if your thinking about it.,"Reviewed in the United States February 23, 2021",AH5NJHIKZVLU5VLPVC4AULZLBF4Q,True,12,Color: Luxe Silver,2021-02-23,Luxe Silver,not listed,not listed
R34NHI0NXDQO2,B07YBN9XXG,5.0 out of 5 stars Love our Bose SoundLink Mini,gj,5,We are very happy with our tiny new(ish) speaker. It has great sound. We use it with Pandora music and movies and programs we watch on PBS Passport.,"Reviewed in the United States May 24, 2021",AF7JFHMEJXUI7YDQFYEBHUCJD7AQ,True,6,Color: Luxe Silver,2021-05-24,Luxe Silver,not listed,not listed
R2C6C1G6D2A3HW,B07YBN9XXG,2.0 out of 5 stars It’s ok but not worth what I paid.,Opheliaqt2,2,"It looks like the original mini sound link I had, but is not as loud or full sounding and the battery life is horrible I have to plug it if I want it to last a full work shift.","Reviewed in the United States March 25, 2023",AE4Q4DKQ6PWZNQ63FUIKUDT2U3CQ,True,4,Color: Luxe Silver,2023-03-25,Luxe Silver,not listed,not listed
R37RHGM2K9VH6X,B07YBN9XXG,1.0 out of 5 stars Can't get a refund!,Mike,1,"This would have been my fifth Bose Mini, so I obviously like them a lot. I found the same product on the Bose website for $30 less - and $70 off the usual price with no shipping costs or taxes - but Amazon doesn't allow me to return it for a refund.Amazon, it seems, is no longer as reliable and user-friendly as it once was. But not to worry: there are much better options and better customer service elsewhere.","Reviewed in the United States July 16, 2023",AFVJRI6HWHCAJDFULGOCJD2UQTEQ,True,3,Color: Luxe Silver,2023-07-16,Luxe Silver,not listed,not listed
R18TLQ7QJGJIH1,B07YBN9XXG,1.0 out of 5 stars Bose Speaker,Keith G. Cromer,1,Bought a speaker as a gift. Speaker will not charge. Amazon unhelpful in returning and Bose you cant get anyone to help you. Would prefer to purchase from a Bose store next time as this is a lot of money down the drain. Most of the time Amazon has been helpful but not in this case.,"Reviewed in the United States July 31, 2023",AGULEIETRPNSLGYA75QNAGXDVKFQ,True,6,Color: Luxe Silver,2023-07-31,Luxe Silver,not listed,not listed
R38YSE3120VHEI,B07YBN9XXG,1.0 out of 5 stars It was a great loss of my hard working money,parvez mahmud,1,it was a great lost of my money. The battery always automatically goes off. And I paid so much money for this stupid device. I will never buy any Bose speaker again .,"Reviewed in the United States October 19, 2023",AHBOJYZT2ZB4GR7ZH6RL52BKJQQA,True,1,Color: Luxe Silver,2023-10-19,Luxe Silver,not listed,not listed
R18BXUW6HRPQTP,B07YBN9XXG,5.0 out of 5 stars Great Speaker!,Kacy,5,Works great.,"Reviewed in the United States October 14, 2021",AG3G6FHDZBLR6G6KI3WZKQ7L47KQ,True,2,Color: Luxe Silver,2021-10-14,Luxe Silver,not listed,not listed
R2ZNNO1VXNF55D,B07YBN9XXG,1.0 out of 5 stars No Charger,Amazon Customer,1,not listed,"Reviewed in the United States February 10, 2024",AG5NRT7FJ5HVG7IIHQCWXYKB67WA,True,1,Color: Luxe Silver,2024-02-10,Luxe Silver,not listed,not listed
R2EQZ6Y74GV9OB,B07YBN9XXG,2.0 out of 5 stars Great sound,JohnnyB,2,"I love the sound. The clarity, faithfulness of sound, and bass response are incredible for something so small. But I'm returning the item because I cannot get it to charge beyond 70 percent.","Reviewed in the United States January 4, 2022",AFVAT2T42EDCH26QJAHZRNI2E3RQ,True,5,Color: Luxe Silver,2022-01-04,Luxe Silver,not listed,not listed
R1EQDYR0U60W7Q,B07YBN9XXG,1.0 out of 5 stars The speaker sounds great but didn’t come with a charging cradle,R Jenkins White,1,"After watching plenty of reviews about this product on YouTube I decided to go ahead and purchase, but the speaker didn’t come with a charging cradle. Sounds great but it’s totally missing a component.","Reviewed in the United States March 6, 2023",AHLK3X4R6GH2Q3D2MP53P5CETW4Q,True,6,Color: Luxe Silver,2023-03-06,Luxe Silver,not listed,not listed
R1UNEOSIY9X93U,B07YBN9XXG,5.0 out of 5 stars This speaker is banging,Quickie,5,Put this speaker in an area up against a wall and its studio sounding. Great speaker!,"Reviewed in the United States July 19, 2024",AF56TLV5NZM3TX6ITNXTPM3PD67A,False,0,Color: Luxe Silver,2024-07-19,Luxe Silver,not listed,not listed
R1F0G559Z1JI2Z,B07YBN9XXG,1.0 out of 5 stars Not compatible,John King,1,The speaker was not compatible with the Alexa device. I ordered the speaker to use with my Alexa device.,"Reviewed in the United States November 16, 2022",AFXYSQBXXWOIOMOQLNGUUID2ZOKQ,True,6,Color: Luxe Silver,2022-11-16,Luxe Silver,not listed,not listed
R3RI6YC2GW3CW4,B07YBN9XXG,1.0 out of 5 stars Incomplete Package,Michael G. Koller,1,Speaker was shipped without a power supply cord and no instructional book.,"Reviewed in the United States December 21, 2022",AGMMKCEFMBNWJCFWG3MWPTNULP7A,True,11,Color: Luxe Silver,2022-12-21,Luxe Silver,not listed,not listed
RRMYHR7RPRRB9,B07YBN9XXG,1.0 out of 5 stars it does not work . Why don't they check it before sending?,alberto,1,it does not work . Why don't they check it before sending?,"Reviewed in the United States November 7, 2022",AEPI56RBJ5LJHDWB2SPD5VJZJHOA,True,9,Color: Luxe Silver,2022-11-07,Luxe Silver,not listed,not listed
R330Q4TKS0L5UU,B07YBN9XXG,1.0 out of 5 stars No way to charge this speaker!,Rachelle P.,1,There is not charging cord and using the USB-C does not charge it. Can't believe I was sent a Bose speaker with no way to charge it!,"Reviewed in the United States September 4, 2021",AHHJT3SQTFTLQ3TLPC7262S3EWCA,True,21,Color: Luxe Silver,2021-09-04,Luxe Silver,not listed,not listed
R1VGB6DP7MV6GZ,B07YBN9XXG,"1.0 out of 5 stars Battery problems, and sound quality",Russell Nash,1,SOUND: This is a beautiful looking speaker but the sound quality is not on par with even less expensive speakers. Sound is muddy. By comparison the much less expensive Bose Flex is a much more dynamic and better sounding speakerBATTERY: Because the sound on this has not impressed me I use other speakers during the day and have dedicated use of the speaker to nighttime use for mostly white noise. I have been using it for six months at approximately 6 or 7 hours per night charging it approximately once every 5 to 6 days. All of a sudden it will no longer take a charge above 30%. THE BATTERY IS DEFECTIVE.I will reach out to Bose in hopes that a warranty claim will address the issue,"Reviewed in the United States June 1, 2024",AGWUKAQZ4SC7DDJYVSWEYRCZLXJQ,False,0,Color: Luxe Silver,2024-06-01,Luxe Silver,not listed,not listed
R2WZD6BQ3Z2KP5,B07YBN9XXG,3.0 out of 5 stars Get Bose Flex instead of Mini 2 SE,Zinedine Zidane,3,Soundlink mini came out 10 years ago in 2013 and now mini 2 SE is the same speaker with longer battery life and with usb c port (still bluetooth 3.0 though). Honestly there are better speakers with same price range. This might have been a good speaker back in the day but not anymore. Even the cheaper Bose Flex has much better sound. Get a Bose Flex instead of mini 2.,"Reviewed in the United States December 2, 2023",AFI6EHVTHJVMSXJQL6X4C4YA2ZMA,False,2,Color: Luxe Silver,2023-12-02,Luxe Silver,not listed,not listed
R2KX6SPZ5R6EHA,B07YBN9XXG,3.0 out of 5 stars Planned Obsolescence,NC Steve,3,"I loved this speaker. For such tiny speakers, it had amazing sound. Quality construction, well-integrated features and charger. We owned this for five years before trouble started.A little background: I'm an avid DIYer, and a retired electronics technician. I appreciate good sound quality but, being in my 60s and having played lots-o-loud music, I can say that my hearing isn't up to that of a thirtysomething but to my wife and I the sound was great for such a tiny speaker. Of course, it's not going to outperform a 100W receiver with a pair of bookshelf speakers but it's darned good.And I don't think that I'm being overly demanding for kvetching about something that gave me 5 years of use having come up short. My reasoning is that this speaker cost over $200 in a world that now contains competitive products for under $50.When the Li ion battery gives up the ghost, you can't run it on the charger. It won't turn on. Period. So I started looking for a replacement battery for it and thought everything was going to be fine. Unfortunately, Bose decided to change the superior design of their earlier soundlink battery to an inferior design. You see, the original Soundlink had a drop-in battery. Pull the rubber off the bottom, pull the battery out, drop in a new battery, tighten screws and replace bottom. Done.The Soundlink II has a battery that requires one to tear the whole speaker apart and solder the cable to the circuit board (or splice the cable). Yeah, I can do it but I've seen (and experienced) too many bad replacement batteries -- some of which I have purchased and installed. I can get a new replacement battery for around $40 and spend one or two hours doing the job -- or I can buy a very close equivalent for $40. I have enough electronics to repair here, so I'm taking the easy way out. I would have been more than willing to buy a drop-in battery but oh, well.","Reviewed in the United States July 4, 2022",AGANQOTNO673FH2GJGJSMG2JADZQ,False,25,Color: Luxe Silver,2022-07-04,Luxe Silver,not listed,not listed
